Reaction identifier	Your list:...006E2U	Equation	ChEBI identifier	Enzyme class	Enzymes
RHEA:23800	4.4.1.11	L-methionine + H2O = methanethiol + 2-oxobutanoate + NH4(+)	CHEBI:57844;CHEBI:15377;CHEBI:16007;CHEBI:16763;CHEBI:28938	EC:4.4.1.11 methionine gamma-lyase	2319
RHEA:23804	5.4.2.3	N-acetyl-alpha-D-glucosamine 1-phosphate = N-acetyl-D-glucosamine 6-phosphate	CHEBI:57776;CHEBI:57513	EC:5.4.2.3 phosphoacetylglucosamine mutase	3863
RHEA:23808	2.1.1.117	(S)-scoulerine + S-adenosyl-L-methionine = (S)-tetrahydrocolumbamine + S-adenosyl-L-homocysteine + H(+)	CHEBI:17129;CHEBI:59789;CHEBI:17772;CHEBI:57856;CHEBI:15378	EC:2.1.1.117 (S)-scoulerine 9-O-methyltransferase	6
RHEA:23812	1.1.1.208	(+)-neomenthol + NADP(+) = (1R,4S)-menthone + NADPH + H(+)	CHEBI:15402;CHEBI:58349;CHEBI:15410;CHEBI:57783;CHEBI:15378	EC:1.1.1.208 (+)-neomenthol dehydrogenase	2
RHEA:23820	4.2.1.47	GDP-alpha-D-mannose = GDP-4-dehydro-alpha-D-rhamnose + H2O	CHEBI:57527;CHEBI:57964;CHEBI:15377	EC:4.2.1.47 GDP-mannose 4,6-dehydratase	20767
RHEA:23824	1.3.1.28	(2S,3S)-2,3-dihydroxy-2,3-dihydrobenzoate + NAD(+) = 2,3-dihydroxybenzoate + NADH + H(+)	CHEBI:58764;CHEBI:57540;CHEBI:36654;CHEBI:57945;CHEBI:15378	EC:1.3.1.28 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	3
RHEA:23828	1.1.1.274	2-dehydro-D-gluconate + NADP(+) = 2,5-didehydro-D-gluconate + NADPH + H(+)	CHEBI:16808;CHEBI:58349;CHEBI:11449;CHEBI:57783;CHEBI:15378	EC:1.1.1.274 2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming)	2
RHEA:23832	2.7.1.60	an N-acyl-D-mannosamine + ATP = an N-acyl-D-mannosamine 6-phosphate + ADP + H(+)	CHEBI:16062;CHEBI:30616;CHEBI:57666;CHEBI:456216;CHEBI:15378	EC:2.7.1.60 N-acylmannosamine kinase	922
RHEA:23840	1.13.11.16	3-(2,3-dihydroxyphenyl)propanoate + O2 = (2Z,4E)-2-hydroxy-6-oxonona-2,4-dienedioate + H(+)	CHEBI:46951;CHEBI:15379;CHEBI:66887;CHEBI:15378	EC:1.13.11.16 3-carboxyethylcatechol 2,3-dioxygenase	1280
RHEA:23844	2.7.1.14	sedoheptulose + ATP = D-sedoheptulose 7-phosphate + ADP + H(+)	CHEBI:16802;CHEBI:30616;CHEBI:57483;CHEBI:456216;CHEBI:15378	EC:2.7.1.14 sedoheptulokinase	2
RHEA:23852	1.13.11.1	catechol + O2 = cis,cis-muconate + 2 H(+)	CHEBI:18135;CHEBI:15379;CHEBI:32379;CHEBI:15378	EC:1.13.11.1 catechol 1,2-dioxygenase	2506
RHEA:23856	1.16.1.1	Hg + NADP(+) + H(+) = Hg(2+) + NADPH	CHEBI:16170;CHEBI:58349;CHEBI:15378;CHEBI:16793;CHEBI:57783	EC:1.16.1.1 mercury(II) reductase	4584
RHEA:23864	4.6.1.12	4-CDP-2-C-methyl-D-erythritol 2-phosphate = 2-C-methyl-D-erythritol 2,4-cyclic diphosphate + CMP	CHEBI:57919;CHEBI:58483;CHEBI:60377	EC:4.6.1.12 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	34797
RHEA:23880	2.7.3.9	L-histidyl-[protein] + phosphoenolpyruvate = N(pros)-phospho-L-histidyl-[protein] + pyruvate	CHEBI:29979;CHEBI:58702;CHEBI:64837;CHEBI:15361	EC:2.7.3.9 phosphoenolpyruvate--protein phosphotransferase	37752
RHEA:23884	2.1.1.1	nicotinamide + S-adenosyl-L-methionine = 1-methylnicotinamide + S-adenosyl-L-homocysteine	CHEBI:17154;CHEBI:59789;CHEBI:16797;CHEBI:57856	EC:2.1.1.1 nicotinamide N-methyltransferase	4
RHEA:23900	3.3.2.9	cis-stilbene oxide + H2O = (1R,2R)-hydrobenzoin	CHEBI:50004;CHEBI:15377;CHEBI:50014	EC:3.3.2.9 microsomal epoxide hydrolase	2276
RHEA:23904	2.3.2.2	an N-terminal (5-L-glutamyl)-[peptide] + an alpha-amino acid = 5-L-glutamyl amino acid + an N-terminal L-alpha-aminoacyl-[peptide]	CHEBI:78599;CHEBI:78608;CHEBI:77644;CHEBI:78597	EC:2.3.2.2 gamma-glutamyltransferase	34967
RHEA:23908	1.16.1.8	2 methylcob(III)alamin-[methionine synthase] + 2 S-adenosyl-L-homocysteine + NADP(+) + H(+) = 2 cob(II)alamin-[methionine synthase] + 2 S-adenosyl-L-methionine + NADPH	CHEBI:28115;CHEBI:57856;CHEBI:58349;CHEBI:15378;CHEBI:16304;CHEBI:59789;CHEBI:57783	EC:1.16.1.8 [methionine synthase] reductase	5
RHEA:23916	4.1.1.35	UDP-alpha-D-glucuronate + H(+) = UDP-alpha-D-xylose + CO2	CHEBI:58052;CHEBI:15378;CHEBI:57632;CHEBI:16526	EC:4.1.1.35 UDP-glucuronate decarboxylase	13130
RHEA:23920	4.3.2.2	(2S)-2-[5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamido]succinate = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole-4-carboxamide + fumarate	CHEBI:58443;CHEBI:58475;CHEBI:29806	EC:4.3.2.2 adenylosuccinate lyase	43473
RHEA:23928	3.5.1.48	N(8)-acetylspermidine + H2O = spermidine + acetate	CHEBI:58535;CHEBI:15377;CHEBI:57834;CHEBI:30089	EC:3.5.1.48 acetylspermidine deacetylase	5
RHEA:23936	1.1.1.69	D-gluconate + NADP(+) = 5-dehydro-D-gluconate + NADPH + H(+)	CHEBI:18391;CHEBI:58349;CHEBI:58143;CHEBI:57783;CHEBI:15378	EC:1.1.1.69 gluconate 5-dehydrogenase	3
RHEA:23940	1.1.1.69	D-gluconate + NAD(+) = 5-dehydro-D-gluconate + NADH + H(+)	CHEBI:18391;CHEBI:57540;CHEBI:58143;CHEBI:57945;CHEBI:15378	EC:1.1.1.69 gluconate 5-dehydrogenase	2
RHEA:23944	2.4.1.111	(E)-coniferol + UDP-alpha-D-glucose = 4-O-(beta-D-glucosyl)-(E)-coniferol + UDP + H(+)	CHEBI:17745;CHEBI:58885;CHEBI:16220;CHEBI:58223;CHEBI:15378	EC:2.4.1.111 coniferyl-alcohol glucosyltransferase	2
RHEA:23956	2.4.1.41	L-seryl-[protein] + UDP-N-acetyl-alpha-D-galactosamine = 3-O-[N-acetyl-alpha-D-galactosaminyl]-L-seryl-[protein] + UDP + H(+)	CHEBI:29999;CHEBI:67138;CHEBI:53604;CHEBI:58223;CHEBI:15378	EC:2.4.1.41 polypeptide N-acetylgalactosaminyltransferase	1750
RHEA:23980	3.2.1.54	cyclomaltodextrin + H2O = linear maltodextrin	CHEBI:17623;CHEBI:15377;CHEBI:18398	EC:3.2.1.54 cyclomaltodextrinase	6
RHEA:23988	2.6.1.83	(2S,6S)-2,6-diaminoheptanedioate + 2-oxoglutarate = (S)-2,3,4,5-tetrahydrodipicolinate + L-glutamate + H2O + H(+)	CHEBI:57609;CHEBI:16810;CHEBI:16845;CHEBI:29985;CHEBI:15377;CHEBI:15378	EC:2.6.1.83 LL-diaminopimelate aminotransferase	6841
RHEA:23996	3.6.1.9	a ribonucleoside 5'-triphosphate + H2O = a ribonucleoside 5'-phosphate + diphosphate + H(+)	CHEBI:61557;CHEBI:15377;CHEBI:58043;CHEBI:33019;CHEBI:15378	EC:3.6.1.9 nucleotide diphosphatase	16415
RHEA:24000	2.1.1.63	a 6-O-methyl-2'-deoxyguanosine in DNA + L-cysteinyl-[protein] = S-methyl-L-cysteinyl-[protein] + a 2'-deoxyguanosine in DNA	CHEBI:85448;CHEBI:29950;CHEBI:82612;CHEBI:85445	EC:2.1.1.63 methylated-DNA--[protein]-cysteine S-methyltransferase	57722
RHEA:24004	1.3.8.1	butanoyl-CoA + oxidized [electron-transfer flavoprotein] + H(+) = (2E)-butenoyl-CoA + reduced [electron-transfer flavoprotein]	CHEBI:57371;CHEBI:57692;CHEBI:15378;CHEBI:57332;CHEBI:58307	EC:1.3.8.1 short-chain acyl-CoA dehydrogenase	5845
RHEA:24016	2.3.1.160	16-epivellosimine + acetyl-CoA = vinorine + CoA	CHEBI:16425;CHEBI:57288;CHEBI:16791;CHEBI:57287	EC:2.3.1.160 vinorine synthase	1
RHEA:24020	4.3.2.1	2-(N(omega)-L-arginino)succinate = fumarate + L-arginine	CHEBI:57472;CHEBI:29806;CHEBI:32682	EC:4.3.2.1 argininosuccinate lyase	38350
RHEA:24028	1.14.11.1	4-(trimethylamino)butanoate + 2-oxoglutarate + O2 = carnitine + succinate + CO2	CHEBI:16244;CHEBI:16810;CHEBI:15379;CHEBI:17126;CHEBI:30031;CHEBI:16526	EC:1.14.11.1 gamma-butyrobetaine dioxygenase	617
RHEA:24032	5.4.99.11	sucrose = 6-O-alpha-D-glucopyranosyl-D-fructose	CHEBI:17992;CHEBI:18394	EC:5.4.99.11 isomaltulose synthase	0
RHEA:24036	2.7.4.4	a ribonucleoside 5'-phosphate + ATP = a ribonucleoside 5'-diphosphate + ADP	CHEBI:58043;CHEBI:30616;CHEBI:57930;CHEBI:456216	EC:2.7.4.4 nucleoside-phosphate kinase	1372
RHEA:24040	1.6.2.4	2 oxidized [cytochrome P450] + NADPH = 2 reduced [cytochrome P450] + NADP(+) + H(+)	CHEBI:55376;CHEBI:57783;CHEBI:60344;CHEBI:58349;CHEBI:15378	EC:1.6.2.4 NADPH--hemoprotein reductase	9588
RHEA:24044	1.13.11.8	3,4-dihydroxybenzoate + O2 = 4-carboxy-2-hydroxy-cis,cis-muconate 6-semialdehyde + H(+)	CHEBI:36241;CHEBI:15379;CHEBI:58358;CHEBI:15378	EC:1.13.11.8 protocatechuate 4,5-dioxygenase	2
RHEA:24048	2.4.1.7	sucrose + phosphate = D-fructose + alpha-D-glucose 1-phosphate	CHEBI:17992;CHEBI:43474;CHEBI:37721;CHEBI:58601	EC:2.4.1.7 sucrose phosphorylase	875
RHEA:24052	1.5.5.1	a ubiquinone + reduced [electron-transfer flavoprotein] = a ubiquinol + oxidized [electron-transfer flavoprotein] + H(+)	CHEBI:16389;CHEBI:58307;CHEBI:17976;CHEBI:57692;CHEBI:15378	EC:1.5.5.1 electron-transferring-flavoprotein dehydrogenase	19151
RHEA:24056	3.1.3.25	a myo-inositol phosphate + H2O = myo-inositol + phosphate	CHEBI:84139;CHEBI:15377;CHEBI:17268;CHEBI:43474	EC:3.1.3.25 inositol-phosphate phosphatase	39956
RHEA:24068	1.14.13.22	cyclohexanone + NADPH + O2 + H(+) = hexano-6-lactone + NADP(+) + H2O	CHEBI:17854;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:17915;CHEBI:58349;CHEBI:15377	EC:1.14.13.22 cyclohexanone monooxygenase	1
RHEA:24076	1.1.1.145	a 3beta-hydroxy-Delta(5)-steroid + NAD(+) = a 3-oxo-Delta(5)-steroid + NADH + H(+)	CHEBI:1722;CHEBI:57540;CHEBI:47907;CHEBI:57945;CHEBI:15378	EC:1.1.1.145 3beta-hydroxy-Delta(5)-steroid dehydrogenase	25
RHEA:24080	6.1.1.2	tRNA(Trp) + L-tryptophan + ATP = L-tryptophanyl-tRNA(Trp) + AMP + diphosphate + H(+)	CHEBI:78442;CHEBI:57912;CHEBI:30616;CHEBI:78535;CHEBI:456215;CHEBI:33019;CHEBI:15378	EC:6.1.1.2 tryptophan--tRNA ligase	34067
RHEA:24104	2.4.2.29	7-aminomethyl-7-carbaguanine + guanosine(34) in tRNA = 7-aminomethyl-7-carbaguanosine(34) in tRNA + guanine	CHEBI:58703;CHEBI:74269;CHEBI:82833;CHEBI:16235	EC:2.4.2.29 tRNA-guanosine(34) preQ1 transglycosylase	34111
RHEA:24116	4.2.3.25	(2E)-geranyl diphosphate + H2O = (S)-linalool + diphosphate	CHEBI:58057;CHEBI:15377;CHEBI:98;CHEBI:33019	EC:4.2.3.25 S-linalool synthase	10
RHEA:24132	5.4.99.9	UDP-alpha-D-galactose = UDP-alpha-D-galactofuranose	CHEBI:66914;CHEBI:66915	EC:5.4.99.9 UDP-galactopyranose mutase	8
RHEA:24152	2.7.1.25	adenosine 5'-phosphosulfate + ATP = 3'-phosphoadenylyl sulfate + ADP + H(+)	CHEBI:58243;CHEBI:30616;CHEBI:58339;CHEBI:456216;CHEBI:15378	EC:2.7.1.25 adenylyl-sulfate kinase	26818
RHEA:24160	1.1.3.9	D-galactose + O2 = D-galacto-hexodialdose + H2O2	CHEBI:4139;CHEBI:15379;CHEBI:16222;CHEBI:16240	EC:1.1.3.9 galactose oxidase	2
RHEA:24164	1.8.4.12	L-methionyl-[protein] + [thioredoxin]-disulfide + H2O = L-methionyl-(R)-S-oxide-[protein] + [thioredoxin]-dithiol	CHEBI:16044;CHEBI:50058;CHEBI:15377;CHEBI:45764;CHEBI:29950	EC:1.8.4.12 peptide-methionine (R)-S-oxide reductase	43313
RHEA:24192	1.4.1.12	(2R,4S)-2,4-diaminopentanoate + NADP(+) + H2O = (2R)-2-amino-4-oxopentanoate + NH4(+) + NADPH + H(+)	CHEBI:58697;CHEBI:58349;CHEBI:15377;CHEBI:134102;CHEBI:28938;CHEBI:57783;CHEBI:15378	EC:1.4.1.12 2,4-diaminopentanoate dehydrogenase	1
RHEA:24196	1.4.1.12	(2R,4S)-2,4-diaminopentanoate + NAD(+) + H2O = (2R)-2-amino-4-oxopentanoate + NH4(+) + NADH + H(+)	CHEBI:58697;CHEBI:57540;CHEBI:15377;CHEBI:134102;CHEBI:28938;CHEBI:57945;CHEBI:15378	EC:1.4.1.12 2,4-diaminopentanoate dehydrogenase;EC:1.4.1.26 2,4-diaminopentanoate dehydrogenase (NAD(+))	2
RHEA:24208	1.1.1.292	1,5-anhydro-D-mannitol + NADP(+) = 1,5-anhydro-D-fructose + NADPH + H(+)	CHEBI:49182;CHEBI:58349;CHEBI:16715;CHEBI:57783;CHEBI:15378	EC:1.1.1.292 1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)	2
RHEA:24212	2.7.1.50	5-(2-hydroxyethyl)-4-methylthiazole + ATP = 4-methyl-5-(2-phosphooxyethyl)-thiazole + ADP + H(+)	CHEBI:17957;CHEBI:30616;CHEBI:58296;CHEBI:456216;CHEBI:15378	EC:2.7.1.50 hydroxyethylthiazole kinase	14319
RHEA:24236	1.7.2.3	trimethylamine + 2 Fe(III)-[cytochrome c] + H2O = trimethylamine N-oxide + 2 Fe(II)-[cytochrome c] + 3 H(+)	CHEBI:58389;CHEBI:29034;CHEBI:15377;CHEBI:15724;CHEBI:29033;CHEBI:15378	EC:1.7.2.3 trimethylamine-N-oxide reductase	1380
RHEA:24244	1.1.1.236	pseudotropine + NADP(+) = tropinone + NADPH + H(+)	CHEBI:57493;CHEBI:58349;CHEBI:57851;CHEBI:57783;CHEBI:15378	EC:1.1.1.236 tropinone reductase II	3
RHEA:24248	2.6.1.44	glyoxylate + L-alanine = glycine + pyruvate	CHEBI:36655;CHEBI:57972;CHEBI:57305;CHEBI:15361	EC:2.6.1.44 alanine--glyoxylate transaminase	2699
RHEA:24252	3.6.1.41	P(1),P(4)-bis(5'-adenosyl) tetraphosphate + H2O = 2 ADP + 2 H(+)	CHEBI:58141;CHEBI:15377;CHEBI:456216;CHEBI:15378	EC:3.6.1.41 bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	17479
RHEA:24256	2.7.1.95	kanamycin A + ATP = kanamycin 3'-phosphate + ADP + H(+)	CHEBI:58214;CHEBI:30616;CHEBI:57909;CHEBI:456216;CHEBI:15378	EC:2.7.1.95 kanamycin kinase	1752
RHEA:24260	4.1.1.77	(3E)-2-oxohex-3-enedioate + H(+) = 2-oxopent-4-enoate + CO2	CHEBI:64908;CHEBI:15378;CHEBI:11641;CHEBI:16526	EC:4.1.1.77 2-oxo-3-hexenedioate decarboxylase	3
RHEA:24276	2.7.2.12	acetate + diphosphate = acetyl phosphate + phosphate	CHEBI:30089;CHEBI:33019;CHEBI:22191;CHEBI:43474	EC:2.7.2.12 acetate kinase (diphosphate)	0
RHEA:24284	1.2.1.11	L-aspartate 4-semialdehyde + phosphate + NADP(+) = 4-phospho-L-aspartate + NADPH + H(+)	CHEBI:537519;CHEBI:43474;CHEBI:58349;CHEBI:57535;CHEBI:57783;CHEBI:15378	EC:1.2.1.11 aspartate-semialdehyde dehydrogenase	38522
RHEA:24292	2.3.1.1	L-glutamate + acetyl-CoA = N-acetyl-L-glutamate + CoA + H(+)	CHEBI:29985;CHEBI:57288;CHEBI:44337;CHEBI:57287;CHEBI:15378	EC:2.3.1.1 amino-acid N-acetyltransferase	38881
RHEA:24296	3.5.2.3	(S)-dihydroorotate + H2O = N-carbamoyl-L-aspartate + H(+)	CHEBI:30864;CHEBI:15377;CHEBI:32814;CHEBI:15378	EC:3.5.2.3 dihydroorotase	29725
RHEA:24316	5.5.1.12	(2E,6E,10E)-geranylgeranyl diphosphate = (+)-copalyl diphosphate	CHEBI:58756;CHEBI:58635	EC:5.5.1.12 copalyl diphosphate synthase	23
RHEA:24340	1.1.1.4	(R,R)-butane-2,3-diol + NAD(+) = (R)-acetoin + NADH + H(+)	CHEBI:16982;CHEBI:57540;CHEBI:15686;CHEBI:57945;CHEBI:15378	EC:1.1.1.4 (R,R)-butanediol dehydrogenase	6
RHEA:24384	6.3.5.1	deamido-NAD(+) + L-glutamine + ATP + H2O = L-glutamate + AMP + diphosphate + NAD(+) + H(+)	CHEBI:58437;CHEBI:58359;CHEBI:30616;CHEBI:15377;CHEBI:29985;CHEBI:456215;CHEBI:33019;CHEBI:57540;CHEBI:15378	EC:6.3.5.1 NAD(+) synthase (glutamine-hydrolyzing)	29208
RHEA:24388	2.4.2.3,2.4.2.2	uridine + phosphate = alpha-D-ribose 1-phosphate + uracil	CHEBI:16704;CHEBI:43474;CHEBI:57720;CHEBI:17568	EC:2.4.2.2 pyrimidine-nucleoside phosphorylase;EC:2.4.2.3 uridine phosphorylase	35675
RHEA:24396	4.2.1.94	scytalone = 1,3,8-trihydroxynaphthalene + H2O	CHEBI:16945;CHEBI:18393;CHEBI:15377	EC:4.2.1.94 scytalone dehydratase	4
RHEA:24400	2.7.4.14,2.7.4.22	UMP + ATP = UDP + ADP	CHEBI:57865;CHEBI:30616;CHEBI:58223;CHEBI:456216	EC:2.7.4.14 UMP/CMP kinase;EC:2.7.4.22 UMP kinase	45932
RHEA:24404	4.1.3.4	(3S)-hydroxy-3-methylglutaryl-CoA = acetoacetate + acetyl-CoA	CHEBI:43074;CHEBI:13705;CHEBI:57288	EC:4.1.3.4 hydroxymethylglutaryl-CoA lyase	9161
RHEA:24408	3.5.4.4	adenosine + H2O + H(+) = inosine + NH4(+)	CHEBI:16335;CHEBI:15377;CHEBI:15378;CHEBI:17596;CHEBI:28938	EC:3.5.4.4 adenosine deaminase	42518
RHEA:24420	3.5.1.88	N-terminal N-formyl-L-methionyl-[peptide] + H2O = N-terminal L-methionyl-[peptide] + formate	CHEBI:49298;CHEBI:15377;CHEBI:64731;CHEBI:15740	EC:3.5.1.88 peptide deformylase	61465
RHEA:24424	1.8.5.1	L-dehydroascorbate + 2 glutathione = glutathione disulfide + L-ascorbate	CHEBI:58539;CHEBI:57925;CHEBI:58297;CHEBI:38290	EC:1.8.5.1 glutathione dehydrogenase (ascorbate)	3631
RHEA:24432	3.7.1.1	oxaloacetate + H2O = oxalate + acetate + H(+)	CHEBI:16452;CHEBI:15377;CHEBI:30623;CHEBI:30089;CHEBI:15378	EC:3.7.1.1 oxaloacetase	1
RHEA:24448	2.4.1.369	enterobactin + UDP-alpha-D-glucose = monoglucosyl-enterobactin + UDP	CHEBI:77805;CHEBI:58885;CHEBI:142958;CHEBI:58223	EC:2.4.1.369 enterobactin C-glucosyltransferase	1
RHEA:24464	4.1.2.55,4.1.2.21	2-dehydro-3-deoxy-6-phospho-D-galactonate = D-glyceraldehyde 3-phosphate + pyruvate	CHEBI:58298;CHEBI:59776;CHEBI:15361	EC:4.1.2.21 2-dehydro-3-deoxy-6-phosphogalactonate aldolase;EC:4.1.2.55 2-dehydro-3-deoxy-phosphogluconate/2-dehydro-3-deoxy-6-phosphogalactonate aldolase	7
RHEA:24468	1.14.13.8	N,N-dimethylaniline + NADPH + O2 + H(+) = N,N-dimethylaniline N-oxide + NADP(+) + H2O	CHEBI:16269;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:17735;CHEBI:58349;CHEBI:15377	EC:1.14.13.8 flavin-containing monooxygenase	3497
RHEA:24476	3.5.2.16	maleimide + H2O = maleamate + H(+)	CHEBI:16072;CHEBI:15377;CHEBI:16146;CHEBI:15378	EC:3.5.2.16 maleimide hydrolase	0
RHEA:24480	3.2.1.149	a 6-O-(beta-D-xylopyranosyl)-beta-D-glucopyranoside + H2O = a 6-O-(beta-D-xylopyranosyl)-beta-D-glucopyranose + an alcohol	CHEBI:2220;CHEBI:15377;CHEBI:16405;CHEBI:30879	EC:3.2.1.149 beta-primeverosidase	0
RHEA:24488	1.17.7.4	isopentenyl diphosphate + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O = (2E)-4-hydroxy-3-methylbut-2-enyl diphosphate + 2 reduced [2Fe-2S]-[ferredoxin] + 2 H(+)	CHEBI:128769;CHEBI:33737;CHEBI:15377;CHEBI:128753;CHEBI:33738;CHEBI:15378	EC:1.17.7.4 4-hydroxy-3-methylbut-2-enyl diphosphate reductase	32383
RHEA:24504	1.13.11.54	1,2-dihydroxy-5-(methylsulfanyl)pent-1-en-3-one + O2 = 4-methylsulfanyl-2-oxobutanoate + formate + 2 H(+)	CHEBI:49252;CHEBI:15379;CHEBI:16723;CHEBI:15740;CHEBI:15378	EC:1.13.11.54 acireductone dioxygenase (Fe(2+)-requiring)	9647
RHEA:24536	1.13.11.52,1.13.11.11	L-tryptophan + O2 = N-formyl-L-kynurenine	CHEBI:57912;CHEBI:15379;CHEBI:58629	EC:1.13.11.11 tryptophan 2,3-dioxygenase;EC:1.13.11.52 indoleamine 2,3-dioxygenase	13765
RHEA:24540	1.1.99.35	D-glucose + A = D-glucono-1,5-lactone + AH2	CHEBI:4167;CHEBI:13193;CHEBI:16217;CHEBI:17499	EC:1.1.99.35 soluble quinoprotein glucose dehydrogenase	1
RHEA:24544	1.4.3.13	L-lysyl-[protein] + O2 + H2O = (S)-2-amino-6-oxohexanoyl-[protein] + H2O2 + NH4(+)	CHEBI:29969;CHEBI:15379;CHEBI:15377;CHEBI:131803;CHEBI:16240;CHEBI:28938	EC:1.4.3.13 protein-lysine 6-oxidase	6389
RHEA:24548	3.5.1.17	an N(6)-acyl-L-lysine + H2O = a carboxylate + L-lysine	CHEBI:57691;CHEBI:15377;CHEBI:29067;CHEBI:32551	EC:3.5.1.17 acyl-lysine deacylase	0
RHEA:24560	2.3.1.30	L-serine + acetyl-CoA = O-acetyl-L-serine + CoA	CHEBI:33384;CHEBI:57288;CHEBI:58340;CHEBI:57287	EC:2.3.1.30 serine O-acetyltransferase	34892
RHEA:24564	2.8.3.5	a 3-oxo acid + succinyl-CoA = a 3-oxoacyl-CoA + succinate	CHEBI:35973;CHEBI:57292;CHEBI:90726;CHEBI:30031	EC:2.8.3.5 3-oxoacid CoA-transferase	4424
RHEA:24568	3.2.1.85	a 6-phospho-beta-D-galactoside + H2O = D-galactose 6-phosphate + an alcohol	CHEBI:58534;CHEBI:15377;CHEBI:91004;CHEBI:30879	EC:3.2.1.85 6-phospho-beta-galactosidase	1002
RHEA:24572	2.4.1.4	[(1->4)-alpha-D-glucosyl](n) + sucrose = [(1->4)-alpha-D-glucosyl](n+1) + D-fructose	CHEBI:15444;CHEBI:17992;CHEBI:37721	EC:2.4.1.4 amylosucrase	2
RHEA:24576	3.6.1.1	diphosphate + H2O = 2 phosphate + H(+)	CHEBI:33019;CHEBI:15377;CHEBI:43474;CHEBI:15378	EC:3.6.1.1 inorganic diphosphatase	45789
RHEA:24592	2.7.7.14	phosphoethanolamine + CTP + H(+) = CDP-ethanolamine + diphosphate	CHEBI:58190;CHEBI:37563;CHEBI:15378;CHEBI:57876;CHEBI:33019	EC:2.7.7.14 ethanolamine-phosphate cytidylyltransferase	9
RHEA:24600	1.8.3.1	sulfite + O2 + H2O = sulfate + H2O2	CHEBI:17359;CHEBI:15379;CHEBI:15377;CHEBI:16189;CHEBI:16240	EC:1.8.3.1 sulfite oxidase	536
RHEA:24608	4.2.1.41	5-dehydro-4-deoxy-D-glucarate + H(+) = 2,5-dioxopentanoate + CO2 + H2O	CHEBI:42819;CHEBI:15378;CHEBI:58136;CHEBI:16526;CHEBI:15377	EC:4.2.1.41 5-dehydro-4-deoxyglucarate dehydratase	5531
RHEA:24612	1.1.1.62	17beta-estradiol + NAD(+) = estrone + NADH + H(+)	CHEBI:16469;CHEBI:57540;CHEBI:17263;CHEBI:57945;CHEBI:15378	EC:1.1.1.62 17beta-estradiol 17-dehydrogenase	2676
RHEA:24616	1.1.1.62	17beta-estradiol + NADP(+) = estrone + NADPH + H(+)	CHEBI:16469;CHEBI:58349;CHEBI:17263;CHEBI:57783;CHEBI:15378	EC:1.1.1.62 17beta-estradiol 17-dehydrogenase	1587
RHEA:24624	6.1.1.3	tRNA(Thr) + L-threonine + ATP = L-threonyl-tRNA(Thr) + AMP + diphosphate + H(+)	CHEBI:78442;CHEBI:57926;CHEBI:30616;CHEBI:78534;CHEBI:456215;CHEBI:33019;CHEBI:15378	EC:6.1.1.3 threonine--tRNA ligase	57586
RHEA:24670	1.17.1.4	hypoxanthine + NAD(+) + H2O = xanthine + NADH + H(+)	CHEBI:17368;CHEBI:57540;CHEBI:15377;CHEBI:17712;CHEBI:57945;CHEBI:15378	EC:1.17.1.4 xanthine dehydrogenase	3500
RHEA:24674	2.7.1.213,2.7.1.48	cytidine + ATP = CMP + ADP + H(+)	CHEBI:17562;CHEBI:30616;CHEBI:60377;CHEBI:456216;CHEBI:15378	EC:2.7.1.48 uridine/cytidine kinase;EC:2.7.1.213 cytidine kinase	19482
RHEA:24690	1.1.1.318	eugenol + acetate + NADP(+) = (E)-coniferyl acetate + NADPH	CHEBI:4917;CHEBI:30089;CHEBI:58349;CHEBI:47905;CHEBI:57783	EC:1.1.1.318 eugenol synthase	4
RHEA:24694	1.1.1.319	(E)-isoeugenol + acetate + NADP(+) = (E)-coniferyl acetate + NADPH	CHEBI:50545;CHEBI:30089;CHEBI:58349;CHEBI:47905;CHEBI:57783	EC:1.1.1.319 isoeugenol synthase	2
RHEA:24722	1.14.13.225	L-methionyl(44)-[F-actin] + NADPH + O2 + H(+) = L-methionyl(44)-(R)-S-oxide-[F-actin] + NADP(+) + H2O	CHEBI:16044;CHEBI:57783;CHEBI:15379;CHEBI:15378;CHEBI:45764;CHEBI:58349;CHEBI:15377	EC:1.14.13.225 F-actin monooxygenase	0
RHEA:24785	1.14.13.127	3-(3-hydroxyphenyl)propanoate + NADH + O2 + H(+) = 3-(2,3-dihydroxyphenyl)propanoate + NAD(+) + H2O	CHEBI:57277;CHEBI:57945;CHEBI:15379;CHEBI:15378;CHEBI:46951;CHEBI:57540;CHEBI:15377	EC:1.14.13.127 3-(3-hydroxy-phenyl)propanoic acid hydroxylase	787
