Organism,Consensus optimal temperature,ARS,ATCC,BCCM,BCRC,CABRI,CCM,CCUG,CECT,CICC,DSMZ,HAMBI,JCM,KEMB,NBIMCC,NBRC,NCIMB,NCMA,NCTC,NIES,VKM,CIP
Beijerinckia derxii,28,28,28,28,,30,,,,,30,,,,,,,,,,,
Beijerinckia doebereinerae,28,,,28,,28,,,30,,29,,,,,,25,,,,,
Beijerinckia fluminensis,30,28,,,,30,,,,,,,,,,,,,,,,30
Beijerinckia indica,27,28,,28,,25,,,30,,30,,25,,,,,,,,,
Beijerinckia mobilis,30,28,,28,,30,,,30,,30,,,,,,25,,,,,
Belliella aquatica,25,,,,,,,,,,,,25,,,,,,,,,
Belliella baltica,28,,,28,28,28,,,,,28,,,,,,,,,,,30
Belliella buryatense,30,,,,,,,,,,,,,,,,,,,,30,
Belliella buryatensis,32,,,,,,,,,,,,,32,,,,,,,,
Belliella kenyensis,27,,,,,,,,26,,28,,,,,,,,,,,
Belliella marina,30,,,,,,,,,,,,,30,,,,,,,,
Belliella pelovolcani,30,,,,30,,,,,,28,,,37,,,,,,,30,
Bellilinea caldifistulae,55,,,,,,,,,,55,,55,,,,,,,,,
Belnapia moabensis,30,,,,,30,,,,28,30,,,,,,,,,,,
Belnapia rosea,28,,,,,,,,,,28,,,,,,,,,,,
Belnapia soli,30,,,,,,,,,,28,,30,30,,,,,,,,
Beneckea hyperoptica,25,,,25,,25,,,,,,,,,,,20,,,,,
Benjaminiella poitrasii,26,26,,,,,,,,,,,,,,,,,,,,
Bensingtonia ciliata,21,25,,,,,,,,,,,17,,,,,,,,,
Bensingtonia naganoensis,18,20,,,,,,,,,,,17,,,,,,,,,
Bensingtonia phyllada,17,,,,,,,,,,,,17,,,,,,,,,
Bensingtonia thailandica,17,,,,,,,,,,,,17,,,,,,,,,
Bensingtonia yamatoana,17,,,,,,,,,,,,17,,,,,,,,,
Bergeriella denitrificans,37,,,,,37,,,,,37,,37,,,37,,,30,,,37
Bergeyella cardium,37,,,,,,,,,,,,37,,,,,,,,,
Bergeyella porcorum,37,,,,,,,37,37,,,,,,,,,,,,,
Bergeyella zoohelcum,37,,,28,,28,37,37,,,28,,37,,,30,,,37,,,30
Bermanella marisrubri,26,,,,,,,25,26,,28,,,,,,,,,,,
Bernardetia litoralis,25,,,,,,,,,,30,,,25,,25,,,,,,25
Berryella intestinalis,37,,,,,,,,,,37,,37,,,,,,,,,
Beutenbergia cavernae,30,,,,,29,,30,,,28,,28,,,30,,,,,,30
Bhargavaea beijingensis,30,,,,,,,,,,30,,,,,,,,,,,
Bhargavaea cecembensis,28,,,28,,28,,,,,,,30,,,,,,,,,
Bhargavaea ginsengi,30,,,,,,,,,,30,,,,,,,,,,,
Bhargavaea indica,39,,,,,,,,,,,,,39,,,,,,,,
Bhargavaea ullalensis,25,,,25,,,30,,,,,,,,,,,,,,,25
Bibersteinia trehalosi,37,,37,,,37,37,,,,37,,,,,,,,37,,,37
Bieberiella trehalosi,37,,,,,,,37,,,,,,,,,,,,,,
Biebersteinia trehalosi,37,,,,,,,37,,,,,,,,,,,,,,
Bieblia veldkampii,25,,,,,,,,,,,,,,,25,,,,,,
Bifidobacterium actinocoloniiforme,37,,,37,,,37,,,,37,,37,,,,,,,,,
Bifidobacterium adolensentis,37,,,,,,,,,37,,,,,,,,,,,,
Bifidobacterium adolescentis,37,,,37,37,37,37,37,37,37,37,37,37,37,,,,,36,,,37
Bifidobacterium aemilianum,37,,,37,,,,,,,37,,37,,,,,,,,,
Bifidobacterium aerophilum,37,,,,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium aesculapii,37,,,37,37,,,,,,37,,37,37,,,,,,,,
Bifidobacterium angulatum,37,,,37,37,37,37,37,37,,37,,37,37,,,,,,,,
Bifidobacterium animalis,37,37,,37,37,37,37,37,,37,37,37,37,37,37,,,,,,,37
Bifidobacterium anseris,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium apri,37,,,37,,,37,,,,37,,,,,,,,,,,
Bifidobacterium aquikefiri,29,,,28,,,,30,,,,,,,,,,,,,,
Bifidobacterium asteroides,37,,,37,37,37,,37,,,37,,37,37,,,,,,,,
Bifidobacterium avesanii,37,,,,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium biavatii,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium bifidum,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,,,37,,,37
Bifidobacterium bohemicum,37,,,37,,,37,,,,37,,37,,,,,,,,,
Bifidobacterium bombi,33,,,37,,,37,,,,30,,,30,,,,,,,,
Bifidobacterium boum,37,,,37,37,37,,37,,,37,,37,37,,,,,,,,
Bifidobacterium breve,37,,,37,37,37,37,37,37,37,37,37,37,37,37,,37,,37,,,37
Bifidobacterium callimiconis,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium callitrichidarum,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium callitrichos,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium canis,37,,,,,,37,,,,37,,,,,,,,,,,
Bifidobacterium castoris,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium catenulatum,37,,,37,37,37,37,,37,,37,37,37,37,,,,,,,,37
Bifidobacterium catulorum,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium cebidarum,37,,,,,,,37,,,,,,,,,,,,,,
Bifidobacterium choerinum,37,,,37,,37,,,,,37,,37,,,,,,,,,37
Bifidobacterium choloepi,37,,,,37,,,,,,,,,,,,,,,,,
Bifidobacterium commune,37,,,37,,,,,,,37,,,37,,,,,,,,
Bifidobacterium coryneforme,37,,,37,37,37,,37,,,,,37,37,,,,,,,,
Bifidobacterium criceti,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium crudilactis,37,,,37,,37,,,,,,,,,,,,,,,,
Bifidobacterium cuniculi,37,,,37,37,37,,37,,,37,,37,,,,,,,,,37
Bifidobacterium dentium,37,,,37,37,37,37,37,37,,37,37,37,37,,,,,48,,,37
Bifidobacterium dolichotidis,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium erythrocebi,37,,,,,,,37,,,37,,,,,,,,,,,
Bifidobacterium eulemuris,37,,,37,,,,,,,37,,37,,,,,,,,,
Bifidobacterium faecale,37,,,37,,,,,,,,,37,37,,,,,,,,
Bifidobacterium felsineum,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium gallicum,37,,,37,,37,,37,37,,37,,37,37,,,,,,,,37
Bifidobacterium gallinarum,37,,37,,37,37,,37,,,37,,37,37,,,,,,,,
Bifidobacterium globosum,37,,,,,,,,,,37,,,,,,,,,,,
Bifidobacterium goeldii,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium hapali,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium imperatoris,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium indicum,37,,,37,37,37,,37,,,37,,37,37,,,,,,,,
Bifidobacterium infantis,37,,,,,37,,37,,37,,37,,,,,,,,,,
Bifidobacterium italicum,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium jacchi,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium kashiwanohense,37,,,37,,,,,,,,,,,,,,,,,,
Bifidobacterium lactis,37,,,,,37,,37,,,,,,,,,,,,,,37
Bifidobacterium lemurum,37,,,,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium leontopitheci,37,,,,,,,37,,,,,,,,,,,,,,
Bifidobacterium longum,37,,37,37,37,37,37,37,37,37,37,37,37,37,37,,37,,48,,,37
Bifidobacterium longum-infantis,37,,,,,,,37,,,,,,,,,,,,,,
Bifidobacterium magnum,37,,,37,37,37,,37,,,37,37,37,37,,,,,,,,
Bifidobacterium margollesii,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium melliventris,37,,,,,,,37,,,,,,,,,,,,,,
Bifidobacterium merycicum,37,,,37,,37,,37,,,37,,37,,,,,,,,,
Bifidobacterium minimum,37,,,37,37,37,,37,,,37,,37,37,,,,,,,,
Bifidobacterium mongoliense,33,,,,,,,,,,37,,30,,,,,,,,,
Bifidobacterium moraviense,37,,,,,,,37,,,37,,,,,,,,,,,
Bifidobacterium moukalabense,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium myosotis,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium oedipodis,37,,,,,,,37,,,37,,,,,,,,,,,
Bifidobacterium olomucense,37,,,,,,,37,,,37,,,,,,,,,,,
Bifidobacterium panos,37,,,,,,,37,,,37,,,,,,,,,,,
Bifidobacterium parmae,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium platyrrhinorum,37,,,,37,,,,,,37,,,,,37,,,,,,
Bifidobacterium porcinum,37,,,,,,,,,,37,,37,,,37,,,,,,
Bifidobacterium primatium,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium pseudocatenulatum,37,,,37,37,37,37,37,37,,37,37,37,37,,,37,,,,,37
Bifidobacterium pseudolongum,37,,,37,37,37,37,37,,,37,37,37,37,,,,,,,,37
Bifidobacterium psychraerophilum,37,,,37,,37,,,,,37,,37,37,,,,,,,,
Bifidobacterium pullorum,37,,,37,37,37,,37,,,37,,37,,,,,,,,,37
Bifidobacterium ramosum,37,,,,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium reuteri,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium rousetti,37,,,,37,,,,,,37,,,,,37,,,,,,
Bifidobacterium ruminantium,37,,,37,37,37,,37,,,37,,37,37,,,,,,,,
Bifidobacterium saeculare,37,,,,,37,,37,,,,,,,,,,,,,,
Bifidobacterium saguini,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium saimiriisciurei,37,,,,37,,,,,,37,,,,,37,,,,,,
Bifidobacterium samirii,37,,,37,,,,37,,,,,37,,,,,,,,,
Bifidobacterium scaligerum,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium scardovii,37,,,37,,37,37,37,,,37,,37,37,,,,,,,,37
Bifidobacterium simiarum,37,,,,,,,,,,37,,37,,,,,,,,,
Bifidobacterium stellenboschense,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium stercoris,37,,,,37,,,,,,,,,,,,,,,,,
Bifidobacterium subtile,37,,,37,37,37,,37,,,37,,37,37,,,,,,,,
Bifidobacterium suis,37,,,,,,,,,,,37,,,,,,,,,,
Bifidobacterium thermacidophilum,37,,,37,,37,,,,,37,,37,,,37,,,,,,
Bifidobacterium thermophilum,37,,,37,37,37,,37,,,37,37,37,37,,,,,,,,37
Bifidobacterium tibiigranuli,37,,,,,,,37,,,37,,,,,,,,,,,
Bifidobacterium tissieri,37,,,37,37,,,,,,37,,37,,,,,,,,,
Bifidobacterium tsurumiense,37,,,37,,,,,,,37,,37,35,,37,,,,,,
Bifidobacterium vansinderenii,37,,,37,,,,,,,,,,,,,,,,,,
Bifidobacterium vespertilionis,37,,,,37,,,,,,37,,,,,37,,,,,,
Bifidobacterium xylocopae,37,,,37,,,,,,,37,,37,,,,,,,,,
Bifiguratus adelaidae,25,25,,,,,,,,,,,,,,,,,,,,
Bilifractor porci,37,,,,,,,,,,37,,37,,,,,,,,,
Bilophila wadsworthia,37,,37,,37,30,,37,,,37,,,,,,,,,,,
Biomaibacter acetigenes,55,,,,,,,,,,,,55,55,,,,,,,,
Bionectria aureofulva,25,,,,,,,,,,,,25,,,,,,,,,
Bionectria ochroleuca,20,,,,,,,,,,,,20,,,,,,,,,
Biostraticola tofi,28,,,,,,,,,,28,,,28,,,,,,,,25
Bipolaris australiensis,24,,,,,,,,,,24,,,,,,,,,,,
Bipolaris maydis,24,,,,,,,,,25,24,,,,,,,,,,,
Bipolaris oryzae,24,,,,,,,,,,24,,,,,,,,,,,
Bipolaris papendorfii,24,,,,,,,,,,24,,,,,,,,,,,
Bipolaris sacchari,24,,,,,,,,,,24,,,,,,,,,,,
Bipolaris setariae,24,,,,,,,,,,24,,,,,,,,,,,
Bipolaris sorghicola,24,,,,,,,,,,24,,,,,,,,,,,
Bipolaris sorokiniana,26,30,,,,,,,,25,24,,,,,,,,,,,
Bipolaris spicifera,24,,,,,,,,,,24,,,,,,,,,,,
Bipolaris victoriae,24,,,,,,,,,,24,,,,,,,,,,,
Bisgaardia genomospecies,37,,,,,,,37,,,37,,,,,,,,,,,
Bisgaardia hudsonensis,37,,,,,,,37,,,37,,,,,,,,,,,37
Bisgaardia miroungae,37,,,,,,,37,,,37,,,,,,,,,,,
Bisgaard Taxon,37,,,,,,,37,,,,,,,,,,,,,,
Bisifusarium delphinoides,25,,,,,,,,,,25,,,,,,,,,,,
Bizionia algoritergicola,22,,,,,22,,,,,,,,,,,,,,,,22
Bizionia arctica,20,,,,,,,,,,,,20,,,,,,,,,
Bizionia argentinensis,20,,,,,,,,,,20,,,,,,,,,,,
Bizionia berychis,25,,,,,,,,,,,,,25,,25,,,,,,
Bizionia echini,26,,,25,,25,,,,,28,,,28,,,,,,,,
Bizionia fulviae,20,,,,,,,,,,,,20,,,,,,,,,
Bizionia gelidisalsuginis,20,,,,,20,,,,,,,,,,,,,,,,20
Bizionia hallyeonensis,27,,,,,,,30,,,,,,25,,,,,,,,
Bizionia myxarmorum,25,,,,,25,,,,,,,,,,,,,,,,25
Bizionia paragorgiae,28,,,28,,28,,,,,25,,,,,,,,,,,
Bizionia psychrotolerans,25,,,,,,,,,,,,25,,,,,,,,,
Bizionia saleffrena,22,,,,,22,,,,,,,,,,,,,,,,22
Bizionia sediminis,30,,,,,,,,,,,,,30,,,,,,,,
Bjerkandera adusta,25,,,,,,,,,,25,,,,,,,,,,,
Blakeslea trispora,24,25,,,,,,,,,24,,,,,,,,,,,
Blastobacter aggregatus,26,,,28,,25,,,,,,,,,,,25,,,,,
Blastobacter capsulatus,25,,,,,25,,,,,,,,,,,25,,,,,
Blastobacter denitrificans,30,,,,,30,,30,,,,,,,,,25,,,,,
Blastobotrys adeninivorans,25,25,,,,,,,,,,,25,,,,,,,,,
Blastobotrys arbuscula,23,22,,,,,,,,,,,25,,,,,,,,,
Blastobotrys aristata,23,22,,,,,,,,,,,25,,,,,,,,,
Blastobotrys attinorum,25,25,,,,,,,,,,,,,,,,,,,,
Blastobotrys buckinghamii,22,22,,,,,,,,,,,,,,,,,,,,
Blastobotrys capitulata,25,25,,,,,,,,,,,25,,,,,,,,,
Blastobotrys chiropterorum,25,25,,,,,,,,,,,25,,,,,,,,,
Blastobotrys elegans,23,22,,,,,,,,,,,25,,,,,,,,,
Blastobotrys gigas,25,,,,,,,,,,,,25,,,,,,,,,
Blastobotrys indianaensis,25,25,,,,,,,,,,,,,,,,,,,,
Blastobotrys mokoenaii,25,25,,,,,,,,,,,,,,,,,,,,
Blastobotrys muscicola,25,25,,,,,,,,,,,,,,,,,,,,
Blastobotrys nivea,25,25,,,,,,,,,,,25,,,,,,,,,
Blastobotrys parvus,25,25,,,,,,,,,,,25,,,,,,,,,
Blastobotrys proliferans,25,25,,,,,,,,,,,25,,,,,,,,,
Blastobotrys raffinosifermentans,25,25,,,,,,,,,,,,,,,,,,,,
Blastobotrys terrestris,25,25,,,,,,,,,,,25,,,,,,,,,
Blastocatella fastidiosa,28,,,28,,,,,,,28,,,,,,,,,,,
Blastochloris sulfoviridis,25,,,,,25,,,,,25,,,,,,,,,,,
Blastochloris tepida,40,,41,,,,,,,,40,,,,,,,,,,,
Blastochloris viridis,25,,,25,,25,,,,,25,25,,25,,25,,,,,,22
Blastococcus aggregatus,25,,,,,23,,30,,,28,,25,,,25,20,,,,,
Blastococcus atacamensis,30,,,,,,,,30,,,,,,,,,,,,,
Blastococcus capsensis,29,,,,,,,,30,,28,,,,,,,,,,,
Blastococcus colisei,27,,,,,,,,26,,28,,,,,,,,,,,
Blastococcus deserti,28,,,,,,,,,,,,,28,,,,,,,,
Blastococcus endophyticus,28,,,,,,,,,,28,,28,28,,,,,,,,
Blastococcus jejuensis,30,30,,,,,,,,,30,,28,,,,,,,,,
Blastococcus litoris,28,,,,,,,,,,28,,28,28,,,,,,,,
Blastococcus saxobsidens,28,32,,,,28,,,,,28,,30,,,,,,,,,
Blastococcus xanthinilyticus,29,,,,,,,,30,,28,,,,,,,,,,,
Blastomonas aquatica,20,,,,,,,,,,,,20,,,,,,,,,
Blastomonas fulva,30,,,,,,,,,,28,,30,30,,,,,,,,
Blastomonas marina,28,,,,,,,,,,28,,,,,,,,,,,
Blastomonas natatoria,28,,,28,,28,,,30,,28,,28,,,30,25,,,,,
Blastomonas quesadae,29,,,28,,,,,30,,,,,,,,,,,,,
Blastomonas ursincola,26,,,,,25,,,,,26,,26,26,,,,,,,,25
Blastopirellula marina,30,,,,,30,,,,,30,,,,,,,,,,,
Blastopirellula retiformator,28,,,,,,,,,,28,,,,,,,,,,,
Blautia argi,37,,,,,,,,,,,,37,37,,,,,,,,
Blautia caecimuris,37,,,,,,,,,,37,,37,37,,,,,,,,
Blautia coccoides,37,,,,37,,,,,,37,,37,37,,,,,42,,,
Blautia faecicola,37,,,,,,,,,,37,,37,37,,,,,,,,
Blautia faecis,37,,,,,,,,,,37,,37,37,,,,,,,,
Blautia glucerasea,37,,,,,,,,,,37,,37,37,,37,,,,,,
Blautia hansenii,37,,,,,,,,,,37,,37,37,,,,,,,,
Blautia hominis,37,,,,,,,,,,,,37,37,,,,,,,,
Blautia hydrogenotrophica,37,,,,,,,,,,37,,37,37,,,,,,,,
Blautia luti,37,,,,,,,,,,37,,37,37,,,,,,,,
Blautia marasmi,37,,,,,,,37,,,,,,,,,,,,,,
Blautia massiliensis,37,,,,37,,,,,,37,,,,,,,,,,,
Blautia obeum,37,,,,,,,,,,37,,37,,,,,,,,,
Blautia producta,37,,,37,,,,37,,,37,,37,37,,,,,36,,,
Blautia schinkii,37,,,,,37,,,,,37,,37,,,,,,,,,37
Blautia stercoris,37,,,,,,,,,,,,37,37,,,,,,,,
Blautia wexlerae,37,,,,,,,,,,37,,37,37,,,,,,,,
Bogoriella caseilytica,30,,,,,30,,26,,,30,,28,,,30,,,,,,30
Boletus edulis,25,,,,,,,,,25,,,,,,,,,,,,
Bombella apis,33,,,37,,,,,,,,,30,33,,,,,,,,
Bombella favorum,30,,,,,,,,30,,,,,,,,,,,,,
Bombella intestini,28,,,28,,,,,,,28,,,,,,,,,,,
Bombella mellum,30,,,,,,,,30,,,,,,,,,,,,,
Bombilactobacillus apium,33,,,,,,,,,,,,,33,,,,,,,,
Bombilactobacillus bombi,37,,,37,37,,,,,,37,,,37,,,,,,,,
Bombilactobacillus mellifer,37,,,,,,,37,,,32,,37,37,,,,,,,,
Bombilactobacillus mellis,37,,,37,,,,37,,,32,,30,37,,,,,,,,
Bombiscardovia coagulans,37,,,37,,,37,,,,37,,,,,,,,,,,
Bordetella ansorpii,24,,,,,,,,,,,,,,,,,,24,,,
Bordetella avium,37,,,37,,37,37,37,,,37,,,,,,,,36,,,30
Bordetella bronchialis,37,,,28,,,,37,,,,,,,,,,,,,,37
Bordetella bronchiseptica,37,37,37,37,37,37,37,37,37,,37,,,,37,37,30,,37,,,37
Bordetella flabilis,29,,,28,,,,,,,,,,,,,,,,,,30
Bordetella hinzii,37,37,,37,,37,37,30,,,37,,37,,,,,,35,,,37
Bordetella holmesii,37,,37,37,,37,37,37,,,37,,,,,,,,36,,,37
Bordetella muralis,30,,,28,,,,,,,,,30,,,,,,,,,30
Bordetella parapertussis,37,,37,37,,37,,37,,,37,,,,,,,,37,,,37
Bordetella pertussis,37,,37,37,37,37,,37,37,,37,,,,,37,,,37,,,37
Bordetella petri,37,,,,,,,37,,,,,,,,,,,,,,
Bordetella petrii,37,,37,28,,31,37,37,,,30,,,,,,,,,,,37
Bordetella phage,37,,,,,,,,,,37,,,,,,,,,,,
Bordetella pseudohinzii,37,37,,,,,,,,,37,,,,,,,,36,,,30
Bordetella sputigena,37,,,28,,,,37,,,,,,,,,,,,,,37
Bordetella trematum,37,,,37,,37,37,30,,,37,,,,,,,,36,,,30
Bordetella tumbae,30,,,28,,,,,,,,,30,,,,,,,,,30
Bordetella tumulicola,30,,,28,,,,,,,,,30,,,,,,,,,30
Borrelia afzelii,36,,,,,37,,,,,36,,,,,,,,,,,
Borrelia americana,33,,,,,,,,,,33,,,,,,,,,,,
Borrelia bavariensis,37,,37,,,,,,,,,,,,,,,,,,,
Borrelia bissettiae,35,,,,,,,,,,35,,,,,,,,,,,
Borrelia bissettii,34,,,,,34,,,,,,,,,,,,,,,,34
Borrelia burgdorferi,34,,37,,,34,,,,,34,,,,,,,,,,,
Borrelia californiensis,34,,,,,34,,,,,35,,,,,,,,,,,34
Borrelia carolinensis,37,,,,,,,,,,37,,,,,,,,,,,
Borrelia garinii,35,,,,37,33,,,,,34,,,,,,,,,,,
Borrelia genomospecies,35,,,,,,,,,,35,,,,,,,,,,,
Borrelia hermsii,33,,,,,30,,,,,37,,,,,,,,,,,
Borrelia japonica,30,,30,,,,,,,,,,,,,,,,,,,
Borrelia kurtenbachii,37,,,,,,,,,,37,,,,,,,,,,,
Borrelia lanei,34,,,,,,,,,,35,,,,,,,,,,,34
Borrelia lusitaniae,30,,,,,30,,,,,33,,,,,,,,,,,30
Borrelia mayonii,30,,,,,,,,,,30,,,,,,,,,,,
Borrelia miyamotoi,35,,35,,,,,,,,,,,,,,,,,,,
Borrelia sinica,30,,,,,,,,,,30,,,,,,,,,,,
Borrelia spielmanii,31,,,,,31,,,,,32,,,,,,,,,,,
Borrelia turcica,35,,,,,35,,,,,35,,,,,,,,,,,
Borrelia valaisiana,30,,,,,30,,,,,30,,,,,,,,,,,
Borrelia yangtzensis,30,,,,,,,,,,30,,,,,,,,,,,
Borreliella burgdorferi,34,,,,,,,,,,,,,,,,,,,,,34
Borreliella japonica,33,,,,,,,,,,,,33,,,,,,,,,
Borreliella spielmanii,30,,,,,,,,,,,,,,,,,,,,,30
Borreliella yangtzensis,30,,,,,,,,,,,,30,,,,,,,,,
Bosea caraganae,28,,,28,,,,,,,,,,,,,,,,,,
Bosea eneae,30,,,28,,30,,30,,,29,,,,,,,,,,,30
Bosea lathyri,28,,,28,,,,30,,,28,,,,,,,,,,,
Bosea lupini,28,,,28,,,,30,,,28,,,,,,,,,,,
Bosea massiliensis,30,,,28,,30,,30,,,28,,,,,,,,,,,30
Bosea minatitlanensis,32,,,28,,34,,33,,,37,,,,,,,,,,,30
Bosea psychrolimnosis,25,25,,,,,,,,,,,,,,,,,,,,
Bosea robiniae,28,,,28,,,,30,,,28,,,,,,,,,,,
Bosea thiooxidans,30,,,28,,30,,30,,,30,,,,,,,,,,,
Bosea vaviloviae,28,,,28,,,,,,,,,,,,,,,,,,
Bosea vestrisii,30,,,28,,30,,30,,,28,,,,,,,,,,,30
Boseongicola aestuarii,23,,,,,,,,26,,20,,,25,,,,,,,,
Botrimarina hoheduenensis,28,,,,,,,,,,28,,,,,,,,,,,
Botryoascus synnaedendrus,25,,,,,,,,,,25,,,,,,,,,,,
Botryobacter ruber,28,,,,,,,,,,,,,28,,28,,,,,,
Botryobasidium botryosum,25,,,,,,,,,,25,,,,,,,,,,,
Botryodiplodia malorum,24,,,,,,,,,,24,,,,,,,,,,,
Botryosphaeria dothidea,25,,,,,,,,,25,,,,,,,,,,,,
Botryosphaeria quercuum,22,,,,,,,,,,22,,,,,,,,,,,
Botryosphaeria rhodina,24,,,,,,,,,,24,,,,,,,,,,,
Botryosphaeria zeae,25,25,,,,,,,,,,,,,,,,,,,,
Botryosporium longibrachiatum,20,,,,,,,,,,,,20,,,,,,,,,
Botryosporium pulchrum,20,,,,,,,,,,,,20,,,,,,,,,
Botryotinia convoluta,24,,,,,,,,,,24,,,,,,,,,,,
Botryotrichum piluliferum,24,,,,,,,,,,24,,,,,,,,,,,
Botryozyma nematodophila,25,25,,,,,,,,,,,,,,,,,,,,
Botrytis aclada,25,,,,,,,,,,25,,,,,,,,,,,
Botrytis cinerea,25,25,,,,,,,,,25,,,,,,,,,,,
Botrytis galanthina,20,20,,,,,,,,,,,,,,,,,,,,
Boudabousia liubingyangii,37,,,,,,,,,,37,,,,,,,,,,,
Boudabousia marimammalium,37,,,,,,,37,,,37,,,,,,,,,,,
Boudabousia tangfeifanii,37,,,,,,,,,,37,,,,,,,,,,,
Bounagaea algeriensis,27,,,,,,,,26,,28,,,,,,,,,,,
Bowdeniella nasicola,37,,,,,,,37,,,37,,,,,,,,,,,
Bowmanella denitrificans,29,,,,30,,,,,,28,,30,28,,,,,,,,
Bowmanella dokdonensis,30,,,,,,,,,,,,30,30,,,,,,,,
Bowmanella pacifica,28,,,28,,28,,,,,,,,,,,,,,,,
Bowmanella yangjiangensis,30,,,,,,,,,,,,,30,,,,,,,,
Brachybacterium alimentarium,30,,,28,,30,30,30,,,30,,28,,,30,,,,,,30
Brachybacterium aquaticum,28,,,,,,,,,,,,28,,,,,,,,,
Brachybacterium avium,29,,,,,,,,,,,,28,30,,,,,,,,
Brachybacterium conglomeratum,28,,,28,,28,30,30,,,28,,28,30,,,25,,,,28,30
Brachybacterium endophyticum,28,,,,,,,,,,,,28,28,,,,,,,,
Brachybacterium faecium,30,,,28,,30,27,25,,30,30,,28,,,,25,,,,28,30
Brachybacterium fresconis,28,,,28,,28,,28,,,28,,28,,,,,,,,,30
Brachybacterium ginsengisoli,28,,,,,,,,,,28,,28,25,,,,,,,,
Brachybacterium hainanense,28,,,,,,,,,,28,,28,,,,,,,,,
Brachybacterium horti,28,,,,,,,,,,,,28,28,,,,,,,,
Brachybacterium huguangmaarense,28,,,,,,,,,,28,,28,,,,,,,,,
Brachybacterium massiliense,37,,,,,,,,,,37,,,,,,,,,,,
Brachybacterium muris,37,,,,,37,37,37,,,28,,37,,,,,,,,,37
Brachybacterium nesterenkovii,28,,,28,,28,30,30,,28,28,,28,,,,,,37,,,30
Brachybacterium paraconglomeratum,28,,,28,,28,,37,,,28,,28,30,,,25,,,,28,
Brachybacterium phenoliresistens,28,,,28,25,28,,,,28,28,,28,,,,,,,,,
Brachybacterium rhamnosum,28,,,28,,29,,37,,28,28,,28,30,,30,,,,,28,30
Brachybacterium sacelli,28,,,28,,28,,28,,28,28,,28,,,,,,,,,30
Brachybacterium saurashtrense,28,,,,,,,,,,,,28,,,,,,,,,
Brachybacterium squillarum,28,,,,,,,,,28,,,28,,,,,,,,,
Brachybacterium subflavum,28,,,,,,,,,,,,,28,,,,,,,,
Brachybacterium tyrofermentans,30,,,28,,30,30,30,,,30,,28,,,30,,,,,,30
Brachybacterium vulturis,29,,,,,,,,,,,,28,30,,,,,,,,
Brachybacterium zhongshanense,28,,,28,,28,,,,,28,,28,,,,,,,,,
Brachymonas chironomi,28,,,28,,28,,,,,28,,,,,,,,,,,
Brachymonas denitrificans,30,,,28,,30,,30,,,30,,30,,,,,,,,,
Brachyspira alvinipulli,37,,37,,,37,,,,,,,,,,,,,,,,37
Brachyspira hampsonii,20,,37,,,,,,,,,,,,,,,,3,,,
Brachyspira hyodysenteriae,37,,37,,,,,39,,,37,,,,,,,,,,,
Brachyspira innocens,37,,,,,,,37,,,,,,,,,,,,,,
Brachyspira intermedia,37,,,,,37,,,,,,,,,,,,,,,,37
Brachyspira murdochii,37,,37,,,37,,,,,37,,,,,,,,,,,37
Brachyspira pilosicola,8,,,,,,,,,,,,,,,,,,8,,,
Brachyspira pilosicoli,37,,37,,,,,,,,37,,,,,,,,8,,,
Brachyspira suanatina,37,,,,,,,,,,37,,,,,,,,,,,
Brackiella oedipodis,37,,,37,,37,,36,,,37,,,,,,,,,,,37
Bradymonas sediminis,30,,,,,,,,,33,28,,,,,,,,,,,
